,GSM,GSE,Input,Output
14418,GSM636839,,"developmental stage: E0-12h; fly: iso1 (y; bw cn sp) Control ChIP-seq in D. melanogaster whole organisms (embryonic, 0-12 hour) strain yellow cinnabar brown speck whole organism embryo (0-12 hours) = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: None - Genome assembly: dm6,dm3 - Biosample term name: whole organism - Project: modENCODE - Organism: Drosophila melanogaster - Life stage: embryonic - Age: 0-12 - Age units: hour - Sex: unknown - Ethnicity: None - Health status: None - Classification: whole organisms - Investigated as: None $"
12296,GSM670016,,"sample alias: 174; sample common name: Brain, Mid Frontal Lobe; collection_method: post-mortem; donor_health_status: NA; molecule: genomic DNA; disease: none; tissue_type: Mid Frontal Lobe; passage_if_expanded: NA; donor_ethnicity: NA; donor_sex: Female; biomaterial_type: Primary Tissue; tissue_depot: brain; donor_id: 112; biomaterial_provider: Rush University Medical Center; donor_age: 75; chip_protocol_bead_type: Protein A-Sepharose 4B; chip_antibody: H3K4Me3; chip_protocol_chromatin_amount: 10 million cells; extraction_protocol: SDS lysis; chip_protocol_antibody_amount: 2-15 ug; chip_protocol_bead_amount: 70 ul bed volume; chip_protocol: Bernstein_BROAD_ENCODE_protocol; extraction_protocol_sonication_cycles: 1; chip_antibody_catalog: 07-473; chip_antibody_provider: Millipore; chip_antibody_lot: DAM1623866; experiment_type: Histone H3K4me3; extraction_protocol_type_of_sonicator: Bioruptor  middle frontal area 46 female adult (75 years) Mid frontal lobe portion of brain tissue from the brain of a non Alzheimer's healthy 75 year old female donor. Sample was obtained post-mortem from Rush University Medical Center. = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K4me3 - Genome assembly: GRCh38,hg19 - Biosample term name: middle frontal area 46 - Project: Roadmap - Organism: Homo sapiens - Life stage: adult - Age: 75 - Age units: year - Sex: female - Ethnicity: None - Health status: healthy - Classification: tissue - Investigated as: histone,narrow histone mark $"
8607,,,"This is the ChIP-seq control of transgenic worms expressing ZTF-16-eGFP fusion proteins. strain OP494 (unc-119(tm4063) III; wgIs494) whole organism hermaphrodite late embryo 5 hours post synchronization using egg bleaching genetically modified using bombardment Transgenic C. elegans line, stably expressing a C-terminal GFP-FLAG tag fused to ZTF-16 = ",Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: None - Genome assembly: None - Biosample term name: whole organism - Project: modERN - Organism: Caenorhabditis elegans - Life stage: late embryonic - Age: unknown - Age units: None - Sex: hermaphrodite - Ethnicity: None - Health status: None - Classification: whole organisms - Investigated as: None $
7087,,, strain TB200 (ceh-2(ch4) I) whole organism hermaphrodite 650 minutes post synchronization using egg bleaching genetically modified using mutagen treatment DeletionMutant = ,Assay name: RNA-seq - Assay type: Transcription - Target of assay: ceh-2 - Genome assembly: None - Biosample term name: whole organism - Project: modERN - Organism: Caenorhabditis elegans - Life stage: unknown - Age: unknown - Age units: None - Sex: hermaphrodite - Ethnicity: None - Health status: None - Classification: whole organisms - Investigated as: transcription factor $
1373,,GSE78371,"PolyA RNA-Seq from oligo-dT primed Total RNA on embryonic 14.5 day mouse midbrain C57BL/6 midbrain embryo (14.5 days) single midbrain from pup 1 pregnant 2 collected 7/24/2014,a single midbrain from pup1, pregnant1 on 10/11/2014. = ",Assay name: RNA-seq - Assay type: Transcription - Target of assay: None - Genome assembly: mm10 - Biosample term name: midbrain - Project: ENCODE - Organism: Mus musculus - Life stage: embryonic - Age: 14.5 - Age units: day - Sex: mixed - Ethnicity: None - Health status: None - Classification: tissue - Investigated as: None $
6858,,GSE91809,NFE2L2 ChIP-seq on human HepG2 HepG2 Hepatocellular carcinoma = ,"Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: NFE2L2 - Genome assembly: GRCh38,hg19 - Biosample term name: HepG2 - Project: ENCODE - Organism: Homo sapiens - Life stage: child - Age: 15 - Age units: year - Sex: male - Ethnicity: Caucasian - Health status: hepatocellular carcinoma - Classification: cell line - Investigated as: transcription factor $"
12732,GSM1059488,,"Design description: RNA-Seq (Total RNA) Fetal Renal Cortex, Right; Library name: lib-RNA.RS19454; EDACC Genboree Experiment Page:; http://genboree.org/java-bin/project.jsp?projectName=XML%20Submissions%2FUniversity%20of%20Washington%2FEXPERIMENT%2FEDACC.15214; EDACC Genboree Sample Page:; http://genboree.org/java-bin/project.jsp?projectName=XML%20Submissions%2FUniversity%20of%20Washington%2FSAMPLE%2FEDACC.10003; ; For data usage terms and conditions, please refer to:; http://www.drugabuse.gov/funding/funding-opportunities/nih-common-fund/epigenomics-data-access-policies;   right renal cortex interstitium male embryo (120 days) Right side kidney renal cortex tissue from a healthy day 120 male fetus from Ian Glass of University of Washington, Congenital Defects Lab. = ","Assay name: RNA-seq - Assay type: Transcription - Target of assay: None - Genome assembly: GRCh38,hg19 - Biosample term name: right renal cortex interstitium - Project: Roadmap - Organism: Homo sapiens - Life stage: embryonic - Age: 120 - Age units: day - Sex: male - Ethnicity: None - Health status: None - Classification: tissue - Investigated as: None $"
15056,,,"ChIP-seq on transgenic flies expressing Clk-eGFP fusion proteins. The IP was performed using an anti-GFP antibody. strain Clk-GFP whole organism male adult genetically modified using site-specific recombination Transgenic D. mel line, stably expressing a C-terminal GFP fused to Clk = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: Clk - Genome assembly: dm6,dm3 - Biosample term name: whole organism - Project: modERN - Organism: Drosophila melanogaster - Life stage: adult - Age: unknown - Age units: None - Sex: male - Ethnicity: None - Health status: None - Classification: whole organisms - Investigated as: transcription factor $"
5856,,GSE91212,mRNA-seq on A549 cell line treated with 100 nM dexamethasone for 12 hours. A549 treated with 100 nM dexamethasone for 12 hours = ,Assay name: RNA-seq - Assay type: Transcription - Target of assay: None - Genome assembly: GRCh38 - Biosample term name: A549 - Project: GGR - Organism: Homo sapiens - Life stage: adult - Age: 58 - Age units: year - Sex: male - Ethnicity: Caucasian - Health status: None - Classification: cell line - Investigated as: None $
2491,GSM916029,,"sample alias: 234; sample common name: Colon Smooth Muscle; collection_method: Surgery; donor_health_status: NL smooth muscle, colon rmvd as part of abdmnl Sarc.; molecule: genomic DNA; disease: NL smooth muscle, colon rmvd as part of abdmnl Sarc.; tissue_type: Smooth Muscle; donor_ethnicity: Caucasian; donor_sex: Female; biomaterial_type: Primary Tissue; tissue_depot: Colon; donor_id: 156; biomaterial_provider: MGH; donor_age: 56.0 Years; chip_protocol_bead_type: Protein A-Sepharose 4B; chip_antibody: H3K4me3; chip_protocol_chromatin_amount: 0.5 to 3 million cells; extraction_protocol: cell/nuclei lysis; chip_protocol_antibody_amount: ~1 ug; chip_protocol_bead_amount: 10 ul bed volume; chip_protocol: Bernstein_BROAD_ENCODE_protocol; extraction_protocol_sonication_cycles: 1; chip_antibody_catalog: 07-473; chip_antibody_provider: Millipore; chip_antibody_lot: DAM1644057; experiment_type: Histone H3K4me3; extraction_protocol_type_of_sonicator: Branson  muscle layer of colon female adult (56 years) Smooth muscle tissue from the wall of a colon obtained during surgery by MGH Pathology Department. The donor is a 56 year old Caucasian female whose colon was removed that was part of an abdominal sarcoma. = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K4me3 - Genome assembly: GRCh38,hg19 - Biosample term name: muscle layer of colon - Project: Roadmap - Organism: Homo sapiens - Life stage: adult - Age: 56 - Age units: year - Sex: female - Ethnicity: Caucasian - Health status: abdominal sarcoma - Classification: tissue - Investigated as: histone,narrow histone mark $"
8725,,GSE82416,H3K9ac ChIP-seq on embryonic 13.5 day mouse neural tube C57BL/6 neural tube embryo (13.5 days) Neural tube from embryonic 13.5 day mice = ,"Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K9ac - Genome assembly: mm10 - Biosample term name: neural tube - Project: ENCODE - Organism: Mus musculus - Life stage: embryonic - Age: 13.5 - Age units: day - Sex: mixed - Ethnicity: None - Health status: None - Classification: tissue - Investigated as: histone,narrow histone mark $"
9573,,GSE83027,"H3K9me3 ChIP-seq on embryonic 12.5 day mouse neural tube C57BL/6 neural tube embryo (12.5 days) Neural tube from 88 embryonic 12.5 day mice,Neural tube from 120 embryonic 12.5 day mice = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K9me3 - Genome assembly: mm10 - Biosample term name: neural tube - Project: ENCODE - Organism: Mus musculus - Life stage: embryonic - Age: 12.5 - Age units: day - Sex: mixed - Ethnicity: None - Health status: None - Classification: tissue - Investigated as: histone,broad histone mark $"
11714,GSM941715,,"sample alias: Neurospheres, Ganglionic Eminence Derived HuFNSC01; sample common name: Neurosphere Cultured Cells, Ganglionic Eminence Derived; molecule: genomic DNA; disease: None; biomaterial_provider: Keith Ligon, Harvard; biomaterial_type: Primary Cell Culture; cell_type: Neurospheres, Ganglionic Eminence Derived; markers: NA; culture_conditions: Neurocult+EGF+FGF; donor_id: HuFNSC01; donor_age: 17GW; donor_health_status: Disease Free; donor_sex: Female; donor_ethnicity: NA; passage_if_expanded: 3; karyotype: ; parity: NA; note: Twin of HuFNSC02; experiment_type: Histone H3K27me3; extraction_protocol: BCCAGSC ChIP Standard Operating Procedure; extraction_protocol_type_of_sonicator: Fisher 550 Sonic Dismembrator; extraction_protocol_sonication_cycles: 10min; chip_protocol: BCCAGSC ChIP Standard Operating Procedure; chip_protocol_chromatin_amount: 5ug; chip_protocol_bead_type: sepharose A and G beads; chip_protocol_bead_amount: 20ul; chip_protocol_antibody_amount: 5ug; size_fraction: 111-331bp; chip_antibody: H3K27me3; chip_antibody_provider: Diagenode; chip_antibody_catalog: pAb-069-050; chip_antibody_lot: A299-00241  neurosphere female embryo (17 weeks) originated from ganglionic eminence Ganglionic eminence derived neurospheres from a 17 week healthy female fetal donor. Sample was cultured in Neurocult+EGF+FGF medium and provided by Keith Ligon at Harvard University. Fetus is named HuFNSC01, twin of HuFNSC02. = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K27me3 - Genome assembly: GRCh38,hg19 - Biosample term name: neurosphere - Project: Roadmap - Organism: Homo sapiens - Life stage: embryonic - Age: 17 - Age units: week - Sex: female - Ethnicity: None - Health status: healthy - Classification: primary cell - Investigated as: histone,broad histone mark $"
11261,,,"This is the ChIP-seq control of transgenic worms expressing F13H6.1-eGFP fusion proteins. strain OP471 (unc-119(tm4063) III; wgIs471) whole organism hermaphrodite late embryo 5 hours post synchronization using egg bleaching genetically modified using bombardment Transgenic C. elegans line, stably expressing a C-terminal GFP-FLAG tag fused to F13H6.1 = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: None - Genome assembly: ce11,ce10 - Biosample term name: whole organism - Project: modERN - Organism: Caenorhabditis elegans - Life stage: late embryonic - Age: unknown - Age units: None - Sex: hermaphrodite - Ethnicity: None - Health status: None - Classification: whole organisms - Investigated as: None $"
12762,,,"ChIP-seq on transgenic flies expressing az2-eGFP fusion proteins. The IP was performed using an anti-GFP antibody. VK00033 whole organism embryo (0-16 hours) genetically modified using site-specific recombination Transgenic D. mel line, stably expressing a C-terminal GFP fused to az2 = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: az2 - Genome assembly: dm6,dm3 - Biosample term name: whole organism - Project: modERN - Organism: Drosophila melanogaster - Life stage: embryonic - Age: 0-16 - Age units: hour - Sex: mixed - Ethnicity: None - Health status: None - Classification: whole organisms - Investigated as: transcription factor $"
5317,,,RNA-seq on polyadenylated mRNA-enriched RNA from Drosophila cell line S2-DRSC. strain Oregon-R S2 = ,Assay name: PAS-seq - Assay type: Transcription - Target of assay: None - Genome assembly: None - Biosample term name: S2 - Project: modENCODE - Organism: Drosophila melanogaster - Life stage: embryonic - Age: unknown - Age units: None - Sex: unknown - Ethnicity: None - Health status: None - Classification: cell line - Investigated as: None $
3233,GSM537665,,"molecule: genomic DNA; disease: none; biomaterial_provider: Harvard University; biomaterial_type: Cell Line; line: hES-I3; lineage: embrionic stem cell; differentiation_stage: undifferentiated; differentiation_method: none; passage: 49; medium: KSR; sex: Female; batch: 12/25/08; experiment_type: Histone H3K4me3; extraction_protocol: SDS lysis; extraction_protocol_type_of_sonicator: Bioruptor; extraction_protocol_sonication_cycles: 1; chip_protocol: Bernstein_BROAD_ENCODE_protocol; chip_protocol_chromatin_amount: 10 million cells; chip_protocol_bead_type: Protein A-Sepharose 4B; chip_protocol_bead_amount: 70 ul bed volume; chip_protocol_antibody_amount: 2-15 ug; chip_antibody: H3K4Me3; chip_antibody_provider: Millipore; chip_antibody_catalog: 07-473; chip_antibody_lot: DAM1623866 Design description: Human Chromatin IP REMC Sequencing on Illumina; Library name: Solexa-15474; EDACC Genboree Experiment Page:; http://genboree.org/java-bin/project.jsp?projectName=XML%20Submissions%2FBroad%2FEXPERIMENT%2FEDACC.2170; EDACC Genboree Sample Page:; http://genboree.org/java-bin/project.jsp?projectName=XML%20Submissions%2FBroad%2FSAMPLE%2FEDACC.2169; ; For data usage terms and conditions, please refer to:; http://www.drugabuse.gov/funding/funding-opportunities/nih-common-fund/epigenomics-data-access-policies;   ES-I3 The I3 stem cell line was derived from donated blastocysts by removal of the trophoblast layer and further culturing of the intact inner cell mass on mitotically inactivated mouse embryonic fibroblast (MEF) feeder cells. Following injection into SCID mice, the I3 line formed teratomas that contained tissues from all three embryonic germ layers. This line exhibits a normal XX karyotype. These cells were provided by Alex Meissner and maintained in mTeSR medium. = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K4me3 - Genome assembly: None - Biosample term name: ES-I3 - Project: Roadmap - Organism: Homo sapiens - Life stage: embryonic - Age: unknown - Age units: None - Sex: female - Ethnicity: None - Health status: None - Classification: cell line - Investigated as: histone,narrow histone mark $"
